FCW_Number,Time,Field_DO_mgL,Field_Cond_µS/cm,Field_Temp_C
2504,10:30:00 AM,NA,NA,NA
2505,10:50:00 AM,NA,NA,NA
2506,11:30:00 AM,NA,NA,NA
2507,11:30:00 AM,NA,NA,NA
2508,12:30:00 PM,NA,NA,NA
2532,13:00,NA,NA,NA
2533,13:45,NA,NA,NA
2534,14:45,NA,NA,NA
2535,15:20,NA,NA,NA
2536,16:00,NA,NA,NA
2593,10:30,NA,NA,NA
2594,11:20,NA,NA,NA
2595,11:45,NA,NA,NA
2596,12:15,NA,NA,NA
2597,12:30,NA,NA,NA
2598,12:50,NA,NA,NA
2599,13:15,NA,NA,NA
2600,13:30,NA,NA,NA
2601,14:30,NA,NA,NA
2602,15:20,NA,NA,NA
2603,15:45,NA,NA,NA
2604,15:45,NA,NA,NA
2611,11:38,NA,437.7,17.5
2612,12:24,NA,859.8,18.5
2613,15:15,NA,805,20.8
2614,15:55,NA,1461,19.4
2615,16:35,NA,2165,17.1
2616,7:10,NA,455,14.4
2617,7:45,NA,804.5,15.6
2618,7:45,NA,804.5,15.6
2619,8:00,NA,781.26,15.53
2620,8:15,NA,1205.4,15.17
2621,8:30,NA,TBD,TBD
2647,9:45,NA,NA,NA
2648,10:20,NA,NA,NA
2649,10:45,NA,NA,NA
2650,11:20,NA,NA,NA
2651,11:35,NA,NA,NA
2652,11:55,NA,NA,NA
2653,11:55,NA,NA,NA
2654,12:30,NA,NA,NA
2655,13:15,NA,NA,NA
2656,13:15,NA,NA,NA
2657,14:30,NA,NA,NA
2659,16:00,NA,NA,NA
2660,12:52,NA,NA,NA
2661,13:49,NA,NA,NA
2662,14:52,NA,NA,NA
2663,15:41,NA,NA,NA
2664,10:00,7.58,59.97,7.1
2665,10:30,8.12,79.28,5
2666,11:30,7.98,45.3,4.8
2667,11:30,7.14,33.27,7.9
2668,12:45,8.27,83.84,4.1
2669,13:20,6.93,52.73,9.8
2670,13:20,6.93,52.73,9.8
2671,13:56,7.94,65.73,5.7
2672,13:56,7.94,65.73,5.7
2673,14:45,7.04,70.62,9.9
2674,15:00,6.75,70.83,9.9
2675,15:30,7.45,49.9,11.8
2676,16:00,7.43,51.53,8.3
2677,9:15,NA,NA,NA
2678,9:45,8,35.8,3.1
2679,10:15,8.51,23.89,2
2680,10:30,8.14,34.57,4.3
2681,11:00,7.33,28.16,6.9
2682,11:15,7.54,28.2,7
2683,11:15,7.54,28.2,7
2684,11:45,8.2,40.03,5.3
2685,15:48,8.28,49.14,5.7
2686,9:15,8.7,65,2
2687,9:45,8.02,53.21,5.9
2688,10:45,8.56,56.25,4.1
2689,11:15,9.08,48,1.2
2690,12:15,9.39,82.62,2.9
2691,12:45,9.38,77.36,3.5
2692,13:30,9.67,85.35,4
2693,13:50,9.26,154,5.9
2694,8:45,NA,NA,NA
2695,9:23,NA,NA,NA
2696,9:30,NA,NA,NA
2697,9:35,NA,NA,NA
2698,9:40,NA,NA,NA
2699,9:47,NA,NA,NA
2700,10:17,NA,NA,NA
2701,10:36,NA,NA,NA
2702,10:45,NA,NA,NA
2703,10:51,NA,NA,NA
2704,10:56,NA,NA,NA
2706,11:11,NA,NA,NA
2707,11:17,NA,NA,NA
2708,11:23,NA,NA,NA
2709,11:30,NA,NA,NA
2710,14:35,9.46,106.1,4.9
2711,15:36,9.95,223.9,7.6
2712,16:20,9.58,391.7,8.8
2713,17:16,9.14,970.8,9.9
2714,17:47,7.73,2178,11.5
2715,18:25,NA,371.2,8.5
2716,7:59,9.21,101.4,4.9
2717,8:43,9.15,315.2,6.7
2718,9:08,8.58,757.2,8.4
2719,9:41,10.4,805.1,8.7
2720,10:07,10.06,2065,10.3
2721,10:29,9.22,1044,9.2
2722,11:53,9.07,1164,11.1
2723,14:26,9.53,94.29,5.4
2724,15:06,9.31,312.4,7.1
2725,15:25,9.73,754.2,8.7
2726,15:57,10.65,798.9,8.9
2727,16:16,8.22,1602,10.7
2728,16:44,9.56,1196,9.8
2729,7:09,9.92,99.61,2.1
2730,7:43,8.67,442.1,5.2
2731,8:05,7.64,865.8,6.6
2732,8:48,9.39,877.9,6
2733,9:10,9.06,2042,8.6
2734,9:23,9.17,1020,5.2
2735,9:42,8.52,1183,6.8
2736,8:40,9.97,99.62,2.5
2737,9:30,9.34,392.2,5.2
2738,10:30,8.45,837.6,6.9
2739,11:00,9.54,877.2,6.5
2740,11:30,9.85,1985,9.8
2741,12:00,10.66,1059,7.4
2742,12:30,9.91,1245,8.5
